content_type,post_id,title,slug,old_url,new_url
program,7441,Super Jumbo Residential Mortgage Loans,super-jumbo-residential-mortgage-loans,http://localhost:8090/loan-programs/super-jumbo-residential-mortgage-loans/,/programs/super-jumbo-residential-mortgage-loans/
program,6980,FHA VOE Only Mortgage Loans,fha-voe-only-mortgage-loans,http://localhost:8090/loan-programs/fha-voe-only-mortgage-loans/,/programs/fha-voe-only-mortgage-loans/
funded-loan,8473,"Hard Money JR LIEN in San Fernando CA, 91340",hard-money-junior-lien-loan-2,http://localhost:8090/funded-loan/hard-money-junior-lien-loan-2/,/funded-loans/hard-money-junior-lien-loan-2/
funded-loan,8469,"FHA HB 30-Year Fixed, Mortgage – Primary ResidenceSanta Clarita, CA 91321Los Angeles, CA 90011",fha-hb-30-year-fixed-mortgage,http://localhost:8090/funded-loan/fha-hb-30-year-fixed-mortgage/,/funded-loans/fha-hb-30-year-fixed-mortgage/
funded-loan,8467,"Conventional 30-Year Fixed Cash-Out Refinance for Investment Property,Los Angeles, CA 90011",conventional-cash-out-refinance-investment-2,http://localhost:8090/funded-loan/conventional-cash-out-refinance-investment-2/,/funded-loans/conventional-cash-out-refinance-investment-2/
funded-loan,8466,"Non QM No Ratio NOO Cash Out Refinance in Highland, CA 92346",nonqm-no-ratio-noo-loan,http://localhost:8090/funded-loan/nonqm-no-ratio-noo-loan/,/funded-loans/nonqm-no-ratio-noo-loan/
funded-loan,8463,"Hard Money Junior Lien Loan, No Cash Out Refinance in Chino, CA 91710",hard-money-junior-lien-loan,http://localhost:8090/funded-loan/hard-money-junior-lien-loan/,/funded-loans/hard-money-junior-lien-loan/
funded-loan,8452," Non QM Profit and Loss Fixed OO In Yuma AZ, 85364",non-qm-pnl-io-fixed-oo,http://localhost:8090/funded-loan/non-qm-pnl-io-fixed-oo/,/funded-loans/non-qm-pnl-io-fixed-oo/
funded-loan,8450,"Non QM No Ratio Cash Out Refinanc, NOO in Landers, CA 92285",non-qm-no-ratio-noo,http://localhost:8090/funded-loan/non-qm-no-ratio-noo/,/funded-loans/non-qm-no-ratio-noo/
funded-loan,8436,"Non-QM Profit and Loss, No Cash-Out Refinance – Fixed Rate, Owner Occupied, in Ontario, CA 91761",hard-money-cash-out-docmagic-2,http://localhost:8090/funded-loan/hard-money-cash-out-docmagic-2/,/funded-loans/hard-money-cash-out-docmagic-2/
funded-loan,8432,"Conventional 30-Year Fixed Cash-Out Refinance – Investment Property in Long Beach, CA 90810",conventional-30-year-fixed-cash-out-refinance-investment,http://localhost:8090/funded-loan/conventional-30-year-fixed-cash-out-refinance-investment/,/funded-loans/conventional-30-year-fixed-cash-out-refinance-investment/
funded-loan,8422,"Conventional 30-Year Fixed Cash-Out Refinance for Investment Property in Los Angeles, CA 90059",conventional-cash-out-refinance-investment,http://localhost:8090/funded-loan/conventional-cash-out-refinance-investment/,/funded-loans/conventional-cash-out-refinance-investment/
funded-loan,8416,"FHA 30 Year Fixed in Forney, TX 75126",fha-30-year-fixed,http://localhost:8090/funded-loan/fha-30-year-fixed/,/funded-loans/fha-30-year-fixed/
funded-loan,8411,"FHA High Balance 30-Year Fixed Mortgage inCalabasas, CA 91302, Los Angeles CA.",fha-high-balance-30-year-fixed,http://localhost:8090/funded-loan/fha-high-balance-30-year-fixed/,/funded-loans/fha-high-balance-30-year-fixed/
funded-loan,8409,"Hard Money Cash Out Refinance in City Terrace, CA 90063",hard-money-cash-out-refinance-in-city-terrace-ca-90063,http://localhost:8090/funded-loan/hard-money-cash-out-refinance-in-city-terrace-ca-90063/,/funded-loans/hard-money-cash-out-refinance-in-city-terrace-ca-90063/
funded-loan,8398,"Non-QM Investor Advantage A+ 30-Year Fixed (Bank Statement) in Redondo Beach, CA 90278",investor-advantage-a-plus-bank-statement,http://localhost:8090/funded-loan/investor-advantage-a-plus-bank-statement/,/funded-loans/investor-advantage-a-plus-bank-statement/
funded-loan,8394,"Non QM No Ratio No Cash Out Refinance in Crestline, CA 92325",non-qm-no-ratio-cash-out-refinance-investment-property-2,http://localhost:8090/funded-loan/non-qm-no-ratio-cash-out-refinance-investment-property-2/,/funded-loans/non-qm-no-ratio-cash-out-refinance-investment-property-2/
funded-loan,8391,"Hard Money- Cash Out Refinance in Los Angeles, CA 90057",fixed-private-money-interest-only-2,http://localhost:8090/funded-loan/fixed-private-money-interest-only-2/,/funded-loans/fixed-private-money-interest-only-2/
funded-loan,8390,"Fixed Rate Private Money Interest-Only Loan (Cash-Out Refinance) in New Philadelphia, OH",fixed-private-money-interest-only,http://localhost:8090/funded-loan/fixed-private-money-interest-only/,/funded-loans/fixed-private-money-interest-only/
funded-loan,8383,"Non QM Profit and Loss Cash Out Refinance Fixed OO in Santa Clarita, CA 91390",non-qm-profit-loss-no-cashout-fixed-owner-occupied-2,http://localhost:8090/funded-loan/non-qm-profit-loss-no-cashout-fixed-owner-occupied-2/,/funded-loans/non-qm-profit-loss-no-cashout-fixed-owner-occupied-2/
funded-loan,8379,"Hard Money Jr Lien Cash-Out Refinance – Short-Term Funding with Equity Hurdle Mills, NC 27541",hard-money-jr-lien-cash-out-refinance-2,http://localhost:8090/funded-loan/hard-money-jr-lien-cash-out-refinance-2/,/funded-loans/hard-money-jr-lien-cash-out-refinance-2/
funded-loan,8374,"Non-QM Bank Statement Program 30 Year in Bell Canyon, CA 91307",non-qm-bank-statement-30-year-fixed-2,http://localhost:8090/funded-loan/non-qm-bank-statement-30-year-fixed-2/,/funded-loans/non-qm-bank-statement-30-year-fixed-2/
funded-loan,8370," Hard Money Jr Lien Cash-Out Refinance – Short-Term Funding with Equity in Las Vegas, NV 89135",hard-money-jr-lien-cash-out-refinance,http://localhost:8090/funded-loan/hard-money-jr-lien-cash-out-refinance/,/funded-loans/hard-money-jr-lien-cash-out-refinance/
funded-loan,8369,"Non-QM Bank Statement Program 30 Year Fixed in Los Angeles, CA 90029",non-qm-bank-statement-30-year-fixed,http://localhost:8090/funded-loan/non-qm-bank-statement-30-year-fixed/,/funded-loans/non-qm-bank-statement-30-year-fixed/
funded-loan,8368,"Non-QM Profit and Loss No Cash-Out Refinance – Fixed Rate Owner Occupied in Lahaina, HI 96761",non-qm-profit-loss-no-cashout-fixed-owner-occupied,http://localhost:8090/funded-loan/non-qm-profit-loss-no-cashout-fixed-owner-occupied/,/funded-loans/non-qm-profit-loss-no-cashout-fixed-owner-occupied/
funded-loan,8367,Hard Money Cash Out Refinance DOC MAGIC,hard-money-cash-out-docmagic,http://localhost:8090/funded-loan/hard-money-cash-out-docmagic/,/funded-loans/hard-money-cash-out-docmagic/
funded-loan,8350,"Non-QM No Ratio Loan – Investment Property (NOO) in Yuma, AZ 85364",nonqm-pl-interest-only-noo-loan,http://localhost:8090/funded-loan/nonqm-pl-interest-only-noo-loan/,/funded-loans/nonqm-pl-interest-only-noo-loan/
funded-loan,8345,"Non-QM P&amp;L Stated Income Loan – Fixed Interest Only (NOO) in Nipomo, CA 93444",non-qm-pl-interest-only-noo-loan,http://localhost:8090/funded-loan/non-qm-pl-interest-only-noo-loan/,/funded-loans/non-qm-pl-interest-only-noo-loan/
funded-loan,8341,"Fixed Rate Second Mortgage – HELOAN (2nd TD) in Westlake Village, CA 9136",fixed-rate-second-mortgage-heloan-2nd-td-in-westlake-village-ca-9136,http://localhost:8090/funded-loan/fixed-rate-second-mortgage-heloan-2nd-td-in-westlake-village-ca-9136/,/funded-loans/fixed-rate-second-mortgage-heloan-2nd-td-in-westlake-village-ca-9136/
funded-loan,8335,"Hard Money Cash out Refinance in LOS ANGELES, CA 90048",hard-money-loan-cash-out-refinance,http://localhost:8090/funded-loan/hard-money-loan-cash-out-refinance/,/funded-loans/hard-money-loan-cash-out-refinance/
funded-loan,8332,"Non-QM No Ratio Cash-Out Refinance – Investment Property – 30-Year Fixed 70% LTV – $280,000 in Phoenix, AZ 85015",non-qm-no-ratio-cash-out-refinance-investment-property,http://localhost:8090/funded-loan/non-qm-no-ratio-cash-out-refinance-investment-property/,/funded-loans/non-qm-no-ratio-cash-out-refinance-investment-property/
funded-loan,8328,"Hard Money Cash Out Refinance, in Los Angeles,90015",hard-money-loan,http://localhost:8090/funded-loan/hard-money-loan/,/funded-loans/hard-money-loan/
funded-loan,8324,"Hard Money Loan Jr Lean in Coto De Caza, CA",hard-money-loan-6-month-interest-only,http://localhost:8090/funded-loan/hard-money-loan-6-month-interest-only/,/funded-loans/hard-money-loan-6-month-interest-only/
funded-loan,8323,"Non QM Profit and Loss IO 30 yers Fixed OO, In Pacific Grove, CA 93950",non-qm-profit-loss-io-30yr-owner-occupied,http://localhost:8090/funded-loan/non-qm-profit-loss-io-30yr-owner-occupied/,/funded-loans/non-qm-profit-loss-io-30yr-owner-occupied/
funded-loan,8319,"PenFed Heloc in Malibu,CA",penfed-heloc-home-equity-line,http://localhost:8090/funded-loan/penfed-heloc-home-equity-line/,/funded-loans/penfed-heloc-home-equity-line/
funded-loan,8315,"Conventional Conforming 30-Year Fixed – 5% Down Purchase in Menifee, CA 92585",conventional-5-percent-down-purchase-loan,http://localhost:8090/funded-loan/conventional-5-percent-down-purchase-loan/,/funded-loans/conventional-5-percent-down-purchase-loan/
funded-loan,8313,"Non-QM Investment Property Loan with No Income Verification.Woodland Hills, CA 91367",non-qm-no-ratio-investment-loan-3,http://localhost:8090/funded-loan/non-qm-no-ratio-investment-loan-3/,/funded-loans/non-qm-no-ratio-investment-loan-3/
funded-loan,8309,"No Ratio Non-QM Investor Loan in Inglewood, CA 90303",non-qm-no-ratio-investment-loan-2,http://localhost:8090/funded-loan/non-qm-no-ratio-investment-loan-2/,/funded-loans/non-qm-no-ratio-investment-loan-2/
funded-loan,8306,"Non-QM, No Income, Non- Owner Occupied, Cash Out Refinance in Santa Maria, CA 93455",non-qm-no-ratio-investment-loan,http://localhost:8090/funded-loan/non-qm-no-ratio-investment-loan/,/funded-loans/non-qm-no-ratio-investment-loan/
funded-loan,8303,"FHA 30-Year Fixed – Owner-Occupied Purchase in Marietta, GA 30064",fha-30-year-fixed-owner-occupied,http://localhost:8090/funded-loan/fha-30-year-fixed-owner-occupied/,/funded-loans/fha-30-year-fixed-owner-occupied/
funded-loan,8295,"Non QM Profit and Loss Loan Second Residence, in Yuma AZ 85364",non-qm-profit-and-loss-loan-second-residence-in-yuma-az-85364,http://localhost:8090/funded-loan/non-qm-profit-and-loss-loan-second-residence-in-yuma-az-85364/,/funded-loans/non-qm-profit-and-loss-loan-second-residence-in-yuma-az-85364/
funded-loan,8290,"Conventional 30 Years Fixed Cash Out Refinance in Kennesaw, GA 30144",conventional-30-year-fixed-pl-cash-out-refinance,http://localhost:8090/funded-loan/conventional-30-year-fixed-pl-cash-out-refinance/,/funded-loans/conventional-30-year-fixed-pl-cash-out-refinance/
funded-loan,8286,"Non QM Profit and Loss Fixed Owner Occupied in Arroyo Grande, CA 93420",non-qm-profit-and-loss-fixed-owner-occupied,http://localhost:8090/funded-loan/non-qm-profit-and-loss-fixed-owner-occupied/,/funded-loans/non-qm-profit-and-loss-fixed-owner-occupied/
funded-loan,8274,"Non QM 30 Years Fixed 1 year Profit and Loss Statement in Phoenix, AZ 85032",phoenix-az-85032,http://localhost:8090/funded-loan/phoenix-az-85032/,/funded-loans/phoenix-az-85032/
funded-loan,8272,"Non QM No Ratio NOO Cash-Out Refinance in Golden Valley , AZ 86413",non-qm-no-ratio-noo-cash-out-refinance-in-golden-valley-az-86413,http://localhost:8090/funded-loan/non-qm-no-ratio-noo-cash-out-refinance-in-golden-valley-az-86413/,/funded-loans/non-qm-no-ratio-noo-cash-out-refinance-in-golden-valley-az-86413/
funded-loan,8269,"Non QM No Ratio Non Owner Occupied, Cash Out Refinance, in San Antonio, TX 78238",non-qm-no-ratio-non-owner-occupied-cash-out-refinance-in-san-antonio-tx-78238,http://localhost:8090/funded-loan/non-qm-no-ratio-non-owner-occupied-cash-out-refinance-in-san-antonio-tx-78238/,/funded-loans/non-qm-no-ratio-non-owner-occupied-cash-out-refinance-in-san-antonio-tx-78238/
funded-loan,8265,"Conventional 15 Years Fixed, in Yuma, AZ 85364",conventional-15-years-fixed-in-yuma-az-85364,http://localhost:8090/funded-loan/conventional-15-years-fixed-in-yuma-az-85364/,/funded-loans/conventional-15-years-fixed-in-yuma-az-85364/
funded-loan,8252,"FHA 30 Year Fixed in North Hills, CA 91343",fha-30-year-fixednorth-hills-ca-91343,http://localhost:8090/funded-loan/fha-30-year-fixednorth-hills-ca-91343/,/funded-loans/fha-30-year-fixednorth-hills-ca-91343/
funded-loan,8249,"Conv 30 Year Fixed Refinance,Anaheim, CA 92805",conv-30-year-fixed-refinanceanaheim-ca-92805,http://localhost:8090/funded-loan/conv-30-year-fixed-refinanceanaheim-ca-92805/,/funded-loans/conv-30-year-fixed-refinanceanaheim-ca-92805/
funded-loan,8245,"Non QM Profit and Loss Fixed OO, in Yuma, AZ 85365",non-qm-profit-and-loss-fixed-oo-in-yuma-az-85365,http://localhost:8090/funded-loan/non-qm-profit-and-loss-fixed-oo-in-yuma-az-85365/,/funded-loans/non-qm-profit-and-loss-fixed-oo-in-yuma-az-85365/
funded-loan,8238," NonQM  Profit And Loss, Fixed OO in Beverly Hills, CA 90210",non-qm-profit-and-loss-fixed-oo-in,http://localhost:8090/funded-loan/non-qm-profit-and-loss-fixed-oo-in/,/funded-loans/non-qm-profit-and-loss-fixed-oo-in/
funded-loan,8234,"40 YR Adjustable Mortgage 10 YR Interest Only in Monterey, CA 93940",40-yr-adjustable-mortgage-10-yr-interest-only-in-monterey-ca-93940,http://localhost:8090/funded-loan/40-yr-adjustable-mortgage-10-yr-interest-only-in-monterey-ca-93940/,/funded-loans/40-yr-adjustable-mortgage-10-yr-interest-only-in-monterey-ca-93940/
funded-loan,8228,"Non QM Profit and Loss  Fixed No Owner Occupied in Lahaina, HI 96761",non-qm-profit-and-loss-fixed-no-owner-occupied-in-lahaina-hi-96761,http://localhost:8090/funded-loan/non-qm-profit-and-loss-fixed-no-owner-occupied-in-lahaina-hi-96761/,/funded-loans/non-qm-profit-and-loss-fixed-no-owner-occupied-in-lahaina-hi-96761/
funded-loan,8214,Non Qm No Ratio No Owner Ocuppied Loan in Nipomo CA 93444,non-qm-no-ratio-no-owner-ocuppied-loan-in-nipomo-ca-93444,http://localhost:8090/funded-loan/non-qm-no-ratio-no-owner-ocuppied-loan-in-nipomo-ca-93444/,/funded-loans/non-qm-no-ratio-no-owner-ocuppied-loan-in-nipomo-ca-93444/
funded-loan,8208,"Retail Property Loan in Huntington Park, CA 90255",retail-property-loan,http://localhost:8090/funded-loan/retail-property-loan/,/funded-loans/retail-property-loan/
funded-loan,8204,"Non QM Profit and Loss OO Fixed Oo, Oxnard, CA 93035",non-qm-profit-loss-loan,http://localhost:8090/funded-loan/non-qm-profit-loss-loan/,/funded-loans/non-qm-profit-loss-loan/
funded-loan,8201,Conventional 30 Year Fixed in Van Nutys CA 91406,conventional-30-year-fixed-in-los-angeles-ca-91406,http://localhost:8090/funded-loan/conventional-30-year-fixed-in-los-angeles-ca-91406/,/funded-loans/conventional-30-year-fixed-in-los-angeles-ca-91406/
funded-loan,8188,Conventional 30 year fixed in Beaumont CA 92223,conventional-30-year-fixed-in-beaumont-ca-92223,http://localhost:8090/funded-loan/conventional-30-year-fixed-in-beaumont-ca-92223/,/funded-loans/conventional-30-year-fixed-in-beaumont-ca-92223/
funded-loan,8184,Conventional 30 Years Fixed Mortgage  In San Dimas CA 91773,conventional-30-years-fixed-mortgage-in-san-dimas-ca-91773,http://localhost:8090/funded-loan/conventional-30-years-fixed-mortgage-in-san-dimas-ca-91773/,/funded-loans/conventional-30-years-fixed-mortgage-in-san-dimas-ca-91773/
funded-loan,8179,"Non QM Profit and Loss OO Fixed in Santa Rosa Valley, CA 93012",non-qm-profit-and-loss-oo-fixed-in-santa-rosa-valley-ca-93012,http://localhost:8090/funded-loan/non-qm-profit-and-loss-oo-fixed-in-santa-rosa-valley-ca-93012/,/funded-loans/non-qm-profit-and-loss-oo-fixed-in-santa-rosa-valley-ca-93012/
funded-loan,8174,"Non QM Profit and loss Mortgage In Simi Valley, CA 93065",non-qm-profit-and-loss-mortgage-in-simi-valley-ca-93065,http://localhost:8090/funded-loan/non-qm-profit-and-loss-mortgage-in-simi-valley-ca-93065/,/funded-loans/non-qm-profit-and-loss-mortgage-in-simi-valley-ca-93065/
funded-loan,8170,"Hard Money 2nd mortgage primary residence in Lahaina, HI 96761",hard-money-2nd-td-lahaina-hi-96761,http://localhost:8090/funded-loan/hard-money-2nd-td-lahaina-hi-96761/,/funded-loans/hard-money-2nd-td-lahaina-hi-96761/
funded-loan,7643,"Hard Money Fix and Flip in San Dimas, CA 91773",hard-money-fix-and-flip-in-san-dimas-ca-91773,http://localhost:8090/funded-loan/hard-money-fix-and-flip-in-san-dimas-ca-91773/,/funded-loans/hard-money-fix-and-flip-in-san-dimas-ca-91773/
funded-loan,7635,"FHA VOE Only Purchase in Calabasas, CA 91302",fha-voe-only-purchase-in-calabasas-ca-91302,http://localhost:8090/funded-loan/fha-voe-only-purchase-in-calabasas-ca-91302/,/funded-loans/fha-voe-only-purchase-in-calabasas-ca-91302/
funded-loan,7628,"Nonqm Bank Statement Mortgage in Bell Canyon, CA 91307",nonqm-bank-statement-mortgage-in-bell-canyon-ca-91307,http://localhost:8090/funded-loan/nonqm-bank-statement-mortgage-in-bell-canyon-ca-91307/,/funded-loans/nonqm-bank-statement-mortgage-in-bell-canyon-ca-91307/
funded-loan,7621,"Profit and Loss Mortgage Refinance in Lahaina, HI 96761",profit-and-loss-mortgage-refinance-in-lahaina-hi-96761,http://localhost:8090/funded-loan/profit-and-loss-mortgage-refinance-in-lahaina-hi-96761/,/funded-loans/profit-and-loss-mortgage-refinance-in-lahaina-hi-96761/
funded-loan,7610,"Bank Statement Mortgage in Los Angeles CA, 90029",bank-statement-mortgage-in-los-angeles-ca,http://localhost:8090/funded-loan/bank-statement-mortgage-in-los-angeles-ca/,/funded-loans/bank-statement-mortgage-in-los-angeles-ca/
funded-loan,7541,"NonQM Profit and Loss Mortgage in Nipomo, CA 93444",funded-nonqm-profit-and-loss-purchase-nipomo-ca-93444,http://localhost:8090/funded-loan/funded-nonqm-profit-and-loss-purchase-nipomo-ca-93444/,/funded-loans/funded-nonqm-profit-and-loss-purchase-nipomo-ca-93444/
blog,7774,Financial Privacy Policy,financial-privacy-policy,http://localhost:8090/financial-privacy-policy/,/blog/financial-privacy-policy/
blog,3234,Recently Funded Stated Income Commercial Loans,self-declared-income-commercial-loans,http://localhost:8090/self-declared-income-commercial-loans/,/blog/self-declared-income-commercial-loans/
blog,3232,Stated Income Cash Out 70% LTV,stated-income-cash-out-70-ltv-2,http://localhost:8090/stated-income-cash-out-70-ltv-2/,/blog/stated-income-cash-out-70-ltv-2/
blog,3228,Super Jumbo Stated Mortgage Low Doc,super-jumbo-stated-mortgage-low-doc-3,http://localhost:8090/super-jumbo-stated-mortgage-low-doc-3/,/blog/super-jumbo-stated-mortgage-low-doc-3/
blog,3226,Super Jumbo Stated Mortgage Low Doc,super-jumbo-stated-mortgage-low-doc-2,http://localhost:8090/super-jumbo-stated-mortgage-low-doc-2/,/blog/super-jumbo-stated-mortgage-low-doc-2/
blog,3224,Super Jumbo Stated Mortgage Low Doc,super-jumbo-stated-mortgage-low-doc,http://localhost:8090/super-jumbo-stated-mortgage-low-doc/,/blog/super-jumbo-stated-mortgage-low-doc/
blog,336,Stated Income Cash Out 70% LTV,stated-income-cash-out-70-ltv,http://localhost:8090/stated-income-cash-out-70-ltv/,/blog/stated-income-cash-out-70-ltv/
blog,31,Stated Income Commercial Loans,stated-income-commercial-loans,http://localhost:8090/stated-income-commercial-loans/,/blog/stated-income-commercial-loans/
